No.,Time,Source,Destination,Protocol,Length,Info,Source Port,Destination Port,Human
823,7.003868,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=73729 Ack=50655 Win=212480 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
824,7.003868,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=75181 Ack=50655 Win=212480 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
825,7.003868,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=76633 Ack=50655 Win=212480 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
826,7.003868,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
827,7.003868,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=79537 Ack=50655 Win=212480 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
828,7.003868,3353877079,3232281142,TLSv1.2,922,Application Data,443,49784,1
829,7.003976,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=50655 Ack=81857 Win=132096 Len=0,49784,443,0
830,7.012271,3232281142,3353877079,TLSv1.2,640,"Application Data, Application Data",49773,443,0
831,7.01229,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
832,7.012636,3232281142,580244451,TCP,54,65449  >  443 [ACK] Seq=870 Ack=328 Win=512 Len=0,65449,443,0
833,7.012744,3232281142,3353877079,TLSv1.2,642,"Application Data, Application Data",49773,443,0
834,7.012811,3232281142,3353877079,TLSv1.2,636,"Application Data, Application Data",49784,443,0
835,7.013246,3232281142,3353877079,TLSv1.2,644,"Application Data, Application Data",49773,443,0
836,7.013421,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
837,7.016658,3353877079,3232281142,TCP,54,443  >  49773 [ACK] Seq=185361 Ack=32398 Win=217088 Len=0,443,49773,0
838,7.016658,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=81857 Ack=51233 Win=215552 Len=0,443,49784,0
839,7.017811,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=81857 Ack=51815 Win=217088 Len=0,443,49784,0
840,7.017811,3353877079,3232281142,TCP,54,443  >  49773 [ACK] Seq=185361 Ack=32986 Win=217088 Len=0,443,49773,0
841,7.017811,3353877079,3232281142,TLSv1.2,729,Application Data,443,49773,1
842,7.017811,3353877079,3232281142,TCP,1506,443  >  49773 [ACK] Seq=186036 Ack=32986 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49773,0
843,7.017811,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=81857 Ack=52393 Win=217088 Len=0,443,49784,0
844,7.017811,3353877079,3232281142,TLSv1.2,163,Application Data,443,49773,1
845,7.017811,3353877079,3232281142,TCP,54,443  >  49773 [ACK] Seq=187597 Ack=33576 Win=217088 Len=0,443,49773,0
846,7.017943,3232281142,3353877079,TCP,54,49773  >  443 [ACK] Seq=33576 Ack=187597 Win=132096 Len=0,49773,443,0
847,7.019401,3353877079,3232281142,TLSv1.2,985,Application Data,443,49773,1
848,7.019401,3353877079,3232281142,TLSv1.2,1219,Application Data,443,49784,1
849,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=83022 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
850,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=84474 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
851,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=85926 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
852,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=87378 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
853,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=88830 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
854,7.019401,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=90282 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
855,7.019521,3232281142,3353877079,TCP,54,49773  >  443 [ACK] Seq=33576 Ack=188528 Win=131072 Len=0,49773,443,0
856,7.019545,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=52393 Ack=91734 Win=132096 Len=0,49784,443,0
857,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=91734 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
858,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=93186 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
859,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=94638 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
860,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=96090 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
861,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=97542 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
862,7.020091,3353877079,3232281142,TLSv1.2,56,Application Data,443,49784,1
863,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=98996 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
864,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=100448 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
865,7.020091,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=101900 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
866,7.020231,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=52393 Ack=103352 Win=132096 Len=0,49784,443,0
867,7.02065,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
868,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=103352 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
869,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=104804 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
870,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=106256 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
871,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=107708 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
872,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=109160 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
873,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=110612 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
874,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=112064 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
875,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=113516 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
876,7.021361,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
877,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=116420 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
878,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=117872 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
879,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=119324 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
880,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=120776 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
881,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=122228 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
882,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=123680 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
883,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=125132 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
884,7.021361,3353877079,3232281142,TLSv1.2,1224,Application Data,443,49784,1
885,7.021361,3353877079,3232281142,TLSv1.2,356,Application Data,443,49784,1
886,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=128056 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
887,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=129508 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
888,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=130960 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
889,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=132412 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
890,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=133864 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
891,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=135316 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
892,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=136768 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
893,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=138220 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
894,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=139672 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
895,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=141124 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
896,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=142576 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
897,7.021361,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
898,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=145480 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
899,7.021361,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=146932 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
900,7.02182,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=52971 Ack=148384 Win=132096 Len=0,49784,443,0
901,7.021826,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
902,7.02188,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=148384 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
903,7.02188,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=149836 Ack=52393 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
904,7.02188,3353877079,3232281142,TLSv1.2,1445,Application Data,443,49784,1
905,7.021916,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=53549 Ack=152679 Win=132096 Len=0,49784,443,0
906,7.022409,3232281142,3353877079,TLSv1.2,631,"Application Data, Application Data",49784,443,0
907,7.02291,3232281142,3353877079,TLSv1.2,633,"Application Data, Application Data",49784,443,0
908,7.026716,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=152679 Ack=53549 Win=217088 Len=0,443,49784,0
909,7.026716,3353877079,3232281142,TLSv1.2,339,Application Data,443,49784,1
910,7.026716,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=152964 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
911,7.026716,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=154416 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
912,7.026716,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=155868 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
913,7.026716,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=157320 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
914,7.026716,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=158772 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
915,7.026819,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=54705 Ack=160224 Win=132096 Len=0,49784,443,0
916,7.026898,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=160224 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
917,7.026898,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=161676 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
918,7.026898,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=163128 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
919,7.026898,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=164580 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
920,7.02698,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=54705 Ack=166032 Win=132096 Len=0,49784,443,0
921,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=166032 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
922,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=167484 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
923,7.028173,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
924,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=170388 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
925,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=171840 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
926,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=173292 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
927,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=174744 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
928,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=176196 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
929,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=177648 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
930,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=179100 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
931,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=180552 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
932,7.028186,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
933,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=182004 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
934,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=183456 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
935,7.028173,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
936,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=186360 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
937,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=187812 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
938,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=189264 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
939,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=190716 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
940,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=192168 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
941,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=193620 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
942,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=195072 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
943,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=196524 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
944,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=197976 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
945,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=199428 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
946,7.028173,3353877079,3232281142,TLSv1.2,1506,Application Data,443,49784,1
947,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=202332 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
948,7.028173,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=203784 Ack=53549 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
949,7.028173,3353877079,3232281142,TLSv1.2,1015,Application Data,443,49784,1
950,7.028506,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=55283 Ack=206197 Win=132096 Len=0,49784,443,0
951,7.029569,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=206197 Ack=54126 Win=217088 Len=0,443,49784,0
952,7.029569,3353877079,3232281142,TLSv1.2,570,Application Data,443,49784,1
953,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=206713 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
954,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=208165 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
955,7.029569,3353877079,3232281142,TLSv1.2,675,Application Data,443,49784,1
956,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=210238 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
957,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=211690 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
958,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=213142 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
959,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=214594 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
960,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=216046 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
961,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=217498 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
962,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=218950 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
963,7.029569,3353877079,3232281142,TLSv1.2,1284,Application Data,443,49784,1
964,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=221632 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
965,7.029569,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=223084 Ack=54705 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
966,7.029569,3353877079,3232281142,TLSv1.2,1388,Application Data,443,49784,1
967,7.02975,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=55283 Ack=225870 Win=132096 Len=0,49784,443,0
968,7.032021,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
969,7.032699,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=225870 Ack=55283 Win=217088 Len=0,443,49784,0
970,7.033006,3353877079,3232281142,TLSv1.2,567,Application Data,443,49784,1
971,7.033453,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
972,7.033994,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=226383 Ack=55283 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
973,7.033994,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=227835 Ack=55283 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
974,7.033994,3353877079,3232281142,TLSv1.2,424,Application Data,443,49784,1
975,7.034054,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=56439 Ack=229657 Win=132096 Len=0,49784,443,0
976,7.034092,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
977,7.034688,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
978,7.037551,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
979,7.037961,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
980,7.038171,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=229657 Ack=55861 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
981,7.038171,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=231109 Ack=55861 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
982,7.038171,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=232561 Ack=55861 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
983,7.038171,3353877079,3232281142,TLSv1.2,110,Application Data,443,49784,1
984,7.038171,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=234069 Ack=57017 Win=217088 Len=0,443,49784,0
985,7.038243,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=58751 Ack=234069 Win=132096 Len=0,49784,443,0
986,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=234069 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
987,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=235521 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
988,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=236973 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
989,7.039432,3353877079,3232281142,TLSv1.2,278,Application Data,443,49784,1
990,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=238649 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
991,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=240101 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
992,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=241553 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
993,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=243005 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
994,7.039432,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=244457 Ack=57017 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
995,7.039432,3353877079,3232281142,TLSv1.2,338,Application Data,443,49784,1
996,7.039528,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=58751 Ack=246193 Win=132096 Len=0,49784,443,0
997,7.039685,3232281142,3353877079,TLSv1.2,633,"Application Data, Application Data",49784,443,0
998,7.040335,3353877079,3232281142,TLSv1.2,353,Application Data,443,49784,1
999,7.040335,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=246492 Ack=57595 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1000,7.040335,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=247944 Ack=57595 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1001,7.040335,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=249396 Ack=57595 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1002,7.040335,3353877079,3232281142,TLSv1.2,455,Application Data,443,49784,1
1003,7.040413,3232281142,3353877079,TCP,54,49784  >  443 [ACK] Seq=59330 Ack=251249 Win=132096 Len=0,49784,443,0
1004,7.042045,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
1005,7.042417,3353877079,3232281142,TCP,54,443  >  49784 [ACK] Seq=251249 Ack=58751 Win=217088 Len=0,443,49784,0
1006,7.0425,3232281142,3353877079,TLSv1.2,632,"Application Data, Application Data",49784,443,0
1007,7.043033,3232281142,3353877079,TLSv1.2,631,"Application Data, Application Data",49784,443,0
1008,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=251249 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1009,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=252701 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1010,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=254153 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1011,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=255605 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1012,7.044008,3353877079,3232281142,TLSv1.2,178,Application Data,443,49784,1
1013,7.044008,3353877079,3232281142,TLSv1.2,573,Application Data,443,49784,1
1014,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=257700 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1015,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=259152 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1016,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=260604 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
1017,7.044008,3353877079,3232281142,TCP,1506,443  >  49784 [ACK] Seq=262056 Ack=58751 Win=217088 Len=1452 [TCP segment of a reassembled PDU],443,49784,0
